,newstype,category_id,news_porter_stemmed
1841,tech,1,glaxo aim high profit fall glaxosmithklin saw profit fall 9% last year £6.2bn ($11.5bn) europ biggest drugmak say recoveri 2005 way. cheap copi drug particularli anti-depress paxil wellbutrin weak dollar hit profit global sale 1% 2004. firm confid new drug pipelin deliv profit despit failur obes drug. chief execut jean-pierr garnier said difficult year . earli afternoon trade london compani share price 1% 1218 pence. mr garnier said compani absorb £1.5bn lost sale gener still manag grow business. continu success key product mean look forward good perform 2005 said. 2005 also import year term research develop pipelin progress. howev firm discontinu develop experiment treatment obes known 771 disappoint clinic trial results. glaxo reli new treatment condit cancer diabet depress hiv/aid allergi lift pace sale growth sever disappoint years.
1842,business,0,manchest win labour confer labour parti hold 2006 autumn confer manchest blackpool confirmed. much trail decis ratifi labour rule nation execut committe break tradit choic seasid venue. first time sinc 1917 parti chosen manchest host annual event. blackpool get much smaller februari spring confer instead seen placatori move. year main polit parti rotat blackpool bournemouth brighton. news much larger annual confer gather blackpool seen blow coastal resort. 1998 parti said would return blackpool 2002. follow year bournemouth host event parti sign two year deal brighton host autumn conference. colin asplin blackpool hotel associ said: tri hard make sure come back blackpool. obvious fail that. hope manchest handl crowds. amaz labour parti work class parti want come main work class resort country. exact cost blackpool term lost revenu hotel accommod yet known thought block book taken major manchest hotel offici announcement.
1843,entertainment,4,think real danger happen data cross net argu analyst bill thompson. happen arriv end. financi servic author warn bank financi institut member crimin gang may appli job give access confidenti custom data. fear steal money bank account instead steal someth far valuabl digit societi - identities. arm person detail bank hold plu fake letter two appar easi get loan open bank account overdraft get credit card someon els name. simpl matter move money anoth account leav unwit victim sort mess statement demand payment start arriving. ident theft increasingli signific econom crime becom awar danger leav bill receipt bank statement unshred rubbish. howev care may organis trust person data bank account credit card abl look databas properli trouble. surpris taken gang long realis well-plac insid far simplest way break secur comput system. fact suspect fsa probabl late particular parti sort thing go rather long time. anyon check bob cratchit famili link crimin underworld wonder hardli like bank targeted. health author govern agenc cours big e-commerc site like amazon must also offer rich pick fraudsters. good news better audit like catch access account detail suppos to. becom awar danger ident theft look care unexpect transact statement bank good enough record log trace peopl might access account details. fortun way keep bank system secur sort data theft involv take portabl hard drive flash memori card offic plug usb slot suck custom files. compani like securewav exampl restrict use usb port authoris devic even individu person memori card. solut perfect feel like wave fraud wash away entir financi system. howev warn highlight one major issu e-commerc onlin trade - secur otherwis server system make back offic . clear year real danger pay good onlin credit card number intercept transit shop deal hacked. fact know singl case e-mail contain payment detail led card fraud. simpli mani e-mail pass net intercept sensibl tool anyon commit fraud. cd univers powergen mani compani left databas open suffer consequences. last week onlin bank cahoot admit custom account detail could read anyon could guess login name. whether extern hacker break poor system secur intern staff abus access get part job issu same: make sure person data abus organis process person data cours bound data protect act must take proper care it. unauthoris disclosur allow penalti small process prosecut act convolut worthless practice. someth leav market. consequ one ident stolen seriou market respond slowly. bank cahoot would much hassl move account even consid heard secur problems. doubt mani other close account especi littl guarante bank go make sort mistak future. two option would seem stringent data protect law compani realli feel pressur improv intern process wave civil lawsuit financi institut sloppi practic whose custom suffer ident theft. never felt comfort us practic su everyth move partli seem make lawyer richer client know prefer. bill thompson regular comment bbc world servic programm go digital.
1844,politics,2,movi bodi target children pc bodi repres us movi industri releas latest tool campaign clamp movi file-shar aim parents. movi associ america (mpaa) free parent file scan softwar let parent check children comput peer-to-p programs. also list movi music file hard drive. parent choic remov program files. mpaa said file found would pass it. ultim goal help consum locat resourc inform need make appropri decis use trade illeg file said dan glickman mpaa chief. mani parent concern children download download from. comput user test latest softwar report technolog site program identifi window default wav file copyright materi want delet them. movi piraci cost industri £3.7bn ($7bn) 2003 accord analysts. mpaa said statement would continu provid easi access similar tool come month combat deleteri effect peer-to-p softwar includ common problem virus trojan hors ident theft . mr glickman said film industri embrac digit age technolog like movielink cinemanow legal movi sites. legal servic need chanc grow thrive without compet illegitim oper depend stolen properti surviv added. industri bodi also said launch second round legal action onlin movie-swapp across us say mani sued. first set lawsuit file novemb 2004. also start campaign oper bittorr edonkey directconnect peer-to-p networks. first convict peer-to-p piraci hand us january. william trowbridg michael chicoin plead guilti charg infring copyright illeg share music movi software.
1845,sport,3,whitehal shred increas - tori civil servant drastic step shred offici document figur compil tori suggest. govern depart doubl number document shred ahead freedom inform act implement 1 january. depart defenc environ trade increas file destruct said follow rule govern public records. tori want inform commission investigate. freedom inform act first time give member public access govern record previous kept secret 30 years. bbc polit correspond jame hardi said prospect outsid poke nose inner work whitehal appear caus jitter among mandarins. liber democrat alan beith - chair select committe monitor depart constitut affair - said claim true whitehal act entir spirit new act . inform commission select committe keep issu close scrutiny. fellow lib dem norman baker said episod paint unflatt pictur inner work govern . clear govern initi enthusiasm open govern turn self-serv cynicism. dr julian lewi conserv spokesman cabinet offic said discov huge acceler shred seri parliamentari answers. depart work pension destroy nearli 37 000 file last year - 22 000 four year ago act passed. number file destroy ministri defenc depart environ food rural affair trade industri also risen dramatically. dr lewi call investig inform commission richard thomas. earlier week mr thoma said look cabinet offic order tell staff delet e-mail three month old. said total condemn delet e-mail prevent disclosur freedom inform law come forc 1 january. govern guidanc said e-mail delet serv current purpos mr thoma said. cabinet offic spokeswoman said move new law destruct import record . freedom inform act cover england wale northern ireland next year. similar measur brought time scotland. provid public right access inform held 100 000 public bodi subject variou exemptions.
1846,tech,1,last chanc warn voter peopl england scotland wale must regist 1700 gmt abl vote gener elect held expect 5 may. fill form last autumn alreadi regist - move hous holiday may left off. also elect local council mayor part england 5 may. deadlin voter regist northern ireland expir thursday. complet registr form hand local author throughout day friday accept fax. well english counti council poll unitari author bristol isl wight stockton-on-te mayor doncast hartlepool north tynesid stoke-on-tr also schedul 5 may. last week preston citi council report 14 000 voter registered. elector roll fell 17.5% year - biggest dip uk. elector commiss spokeswoman said: polit decis made behalf everi day use right vote elect realli say issu care about. want voic heard 5 may need regist friday 11 march. council tax payer elig vote without registr offici stressed.
1847,business,0,lewis-fr turn christi mark lewis-fr step prepar new season take advic british sprint icon linford christie. 22-year-old set compet sheffield weekend take mauric green kim collin birmingham 18 february. train wale get advic linford christi broaden mind said lewis-francis. sprinter also shed weight sinc win relay gold athen games. last year 91kg 86.9kg - hope time come said. brought eat right food cut snacks. disciplin focus doing. still keep weight work see improv running. despit play part britain success 4x100m relay team lewis-fr still feel frustrat miss individu 100m final 2004 olympics. heartbreak made semi-fin person level achievement. patient build next olympics. goal whatev gear make final.
1848,entertainment,4,delta cut fare surviv plan delta air line cut domest fare much 50% part plan ensur financi survival. us carrier includ unit sought bankruptci protect amid high fuel cost competit discount carriers. delta restructur bid fight insolvency. latest move boost busi prompt specul firm forc match fare hurt revenu sector. delta new simplifar triall august last year ticket cincinnati second-largest hub. airlin say one-way economi fare price higher $499 (£264) first-class fare price higher $599. also elimin saturday-night stay requir discount fare give reduct custom opt non-refund ticket book advanc online. delta lost $646m three month septemb forc cut 6 900 job worldwid part aim slash $5bn costs. octob reach crucial agreement pilot pay condit also issu new share staff return wage cuts. airlin share close lower announc delta continent american airlin fall 7%. believ whole airlin industri move direction; like hurt revenu short run could benefici long run said analyst ray neidl calyon securities.
1849,politics,2,new year text break record mobil phone essenti recent new year festiv parti mood auld lang syne number text messag sent anyth go by. midnight 31 decemb midnight 1 januari 133m text messag sent uk. highest ever daili total record mobil data associ (mda). repres increas 20% last year figures. wish happi new year friend famili via text messag becom stapl ingredi year largest party. text quit overtaken old-fashion phone call head way said mike short chairman mda. case new year eve parti text use unabl speak hear noisi background said. also lot messag sent intern differ time zone made tradit call unfeas said. british love affair text show sign abat annual total 2004 set exceed 25bn accord mda. mda predict 2005 could see 30bn text messag sent uk. thought text might slow mm took seen sign said mr short. firm see valu mobil marketing. restaur use text messag tell custom special offer promotions. anyon need bit januari cheer parti season use servic set jongleur comedi club text joke day. still want drink merri long day winter draw good pub guid offer servic give locat address nearest recommend pub. user need text word goodpub 85130. want turn even pub crawl simpli text word next. still stand end night taxi servic london avail via text locat nearest avail black cab.
1850,sport,3,owen set skipper role wale number eight michael owen say replac gareth thoma wale captain straightforward leadership qualiti squad. dream play wale never enter head one day captain countri said. easi job realli mani experienc player side massiv honour. coach mike ruddock say 24-year-old take armband broken thumb victim thoma scotland. ruddock prais owen contribut vice-captain pack leader year win england itali franc notabl role second-half pari follow thoma injury. 22-cap dragon man say thoma badli miss though. gareth go massiv loss brilliant player done fantast job sinc captain said owen. put uniqu stamp things. go miss strength squad shown someon like kevin morgan step in. owen admit grand slam mention within squad no-on get carri away three victori england itali france. get ahead said. massiv game next look forward prepar that. scotland improv time. like us well franc unlucki get win. ireland play fantast well first 15 minut fall away. probabl go similar journey one last coupl years.
1851,tech,1,cardin criticis iraq war cost billion pound spent conflict iraq middl east use reduc poverti cardin cormac murphy-o connor said. head cathol church england wale made comment bbc radio 4 re-iter stanc christma midnight mass. cardin use christma messag denounc war iraq terribl wast money. archbishop canterburi spoken war. speak bbc radio 4 thought day slot criticis fact billion spent war instead use bring peopl dire poverti malnourish diseas . cardin said 2005 year campaign make histori poverti . added: govern rich countri readi devot peac resourc will commit war would see new eye speak new voic perhap other would listen us new ears. cardin touch theme friday night tell congreg 2 000 westminst cathedr peac worth alway strive . peac arriv cardin ask. war iraq violenc holi land horror pain death amongst poor depriv suffer injustic thu find peac one wish happi christma fellow christian iraq holi land suffer africa unless whatev way open us say make peac cardin archbishop canterburi dr rowan william appeal weapon inspector given time iraq war started. dr william sinc criticis govern case war say failur find weapon mass destruct damag faith polit system. friday cardin ask congreg search peace. possibl real worth alway strive promis saviour say. also wish peac home peac home begin peac home community. spokesman said down street comment make. prime minist toni blair said put africa top agenda britain chair g8 summit next year.
1852,business,0,kennedi question trust blair lib dem leader charl kennedi said voter fundament lack trust toni blair prime minister. said back parti wast vote ad lib dem see get . made comment start day appear channel five session wright stuff programme. question caller studio audienc show present cover lib dem tax plan anti-terror law immigration. mr kennedi said nearli 22 year parliament seen prime minist parti leader come go knew pitfal british politics. 1983 first elect mp - toni blair michael howard class 83 - nearli quarter centuri world chang recognit said. actual hear argument longer: lib dem good peopl reason idea thought could win around - wast vote . hear evid peopl sens demonstr wast vote. said mr blair lost trust british people. fundament lack trust toni blair prime minist govern said. got parti - got leader parti - convey peopl see get. mr kennedi also use tv appear defend parti plan increas incom tax 50% earn £100 000 say would appli 1% population. said extra revenu would allow parti get rid tuition top-up fee introduc free person care elderli replac council tax local incom tax. mr blair alreadi spent day five michael howard book similar session.
1853,entertainment,4,uk economi end year spurt uk economi grew estim 3.1% 2004 acceler last quarter year say offic nation statist (ons). figur line treasuri bank england forecasts. on say gross domest product (gdp) rose strong 0.7% three month 31 decemb compar 0.5% previou quarter. rise came despit declin product output worst christma retail decades. annual figur mark best year sinc 2000 also well ahead 2.2% record 2003. growth final three month 2004 mark 50th consecut quarter expansion. basi latest inform uk enter 2005 cours continu record period growth said paul boateng chief secretari treasuri statement. on said servic sector account nearli three-quart uk economi grew 1.0% quarter. strong servic figur welcom analyst given lacklustr retail sale decemb across christma holiday period. fact servic compon well suggest back trend (growth) particularli concern slowdown said ross walker uk economist rb financi markets. howev output product sector contract 0.5% second quarterli fall row state affair economist classifi recession. howev on would comment definit recess whether manufactur recoveri over. steve radley chief economist manufactur organis eef said: figur remain odd actual happen ground. whilst compani may experienc tougher condit year recess word manufactur would current recognise. on said sharp fall mine quarri driven oil ga extract primarili respons overal contract manufactur product figures. simon rubinsohn chief economist gerrard said: outturn (of 0.7%) well ahead market expect cast doubt scare stori round surround current state uk economy. said gdp figur may help push interest rate expect littl higher along curv . suggest money market next move like upward rather downward direction. consist think said mr rubinsohn. bank england nine-strong rate-set committe vote unanim earlier month keep interest rate steadi 4.75% minut meet show wednesday.
1854,politics,2,yahoo celebr decad onlin yahoo one net icon compani celebr 10th anniversari week. web portal undergon remark chang sinc set stanford univers student david filo jerri yang campu trailer. student want way keep track web-bas interests. categori list devis soon becam popular hundr peopl two saw busi potenti idea. origin dub jerri guid world wide web firm adopt monik yahoo founder like dictionari definit yahoo rude unsophist uncouth person. term popularis 18th centuri satirist jonathan swift classic novel gulliv travels. certainli sophist civilis mr yang told report ahead anniversari offici recognis 2 march. busi brain howev april 1995 persuad ventur capitalist sequoia capit also invest appl comput cisco system fund yahoo tune $2m (£1.04m). second round fund follow autumn compani float april 1996 less 50 employees. firm employ 7 600 worker insist dot com cultur work hard play hard still remains. one hand survivor dot-com crash although face intens rivalri firm googl msn aol. jerri yang remain firm chief yahoo proud compani achieved. one decad internet chang way consum everyth - remark wonder experi said. want build product satisfi user want need even - help everi one us discov get done share interact.
1855,sport,3,roddick split coach gilbert andi roddick end 18-month associ coach brad gilbert yield us open titl saw american becom world number one. roddick releas statement sfx sport group news give reason split. decis re-hir brad gilbert 2005 season base think best game time said roddick. situat privat matter coach player. roddick 121 147 match work gilbert said enjoy time together. first grand slam event flush meadow last year finish 2003 top atp tour rankings. roddick slip second year behind roger feder becam first man sinc 1988 win three major season. feder coach sinc split peter lundgren end last year beat roddick win wimbledon titl two tournament finals. roddick hire gilbert decid part coach tarik benhabil wake first-round exit 2003 french open. went win us open four titl year. four event season. enjoy time andi gilbert said person website. great student game time work togeth proud result achieved. believ still great deal work done andi clearli feel way.
1856,tech,1,howard reject bnp claim tori leader michael howard dismiss claim immigr polici move onto turf british nation parti (bnp). bnp leader nick griffin told independ expect bnp voter switch tori issue. mr howard said reject idea tori bnp appeal vote instincts. ask would welcom bnp voter told bbc: want anybodi vote extremist parti . ad bbc radio 4 today programme: want good commun relat country...then firm fair immigr controls. tori promis upper limit number peopl allow britain slogan: racist impos limit immigr . parti step campaig run-up gener elect wide expect call 5 may. labour unveil point system ensur migrant want work uk skill requir reject immigr quotas. liber democrat warn parti pander prejudic . mr griffin told independ tori plan definit move onto turf . said: quit freeli accept nationwid basi tori con enough peopl make signific hole vote. ask whether comfort percept conserv bnp appeal vote instinct mr howard told bbc: reject entir . said found bnp polici abhorr said uk take differ approach immigr said control. govern want limit way legitim differ us discuss calm ration reason way said. reject newspap specul father enter britain illegally.
1857,business,0,germani near 1990 jobless level german unemploy rose 11th consecut month decemb - make year averag jobless total highest sinc reunification. season adjust jobless total rose higher expect 17 000 4.483 million bundesbank said. allow chang calcul statist averag number peopl work highest sinc 1990 - rate 10.8%. bad weather sluggish economi blame rise. increas due primarili onstart winter labour offic chief frank-juergen weis said. unadjust figur show unemploy rose 206 900 4.64 million - mani sector construct lay worker amid bad weather. three year stagnat german economi came end 2004. upturn still strong enough boost labour market mr weis added. news rise came govern welfar reform came forc move expect see unemploy swell still come months. hartz iv chang previou two tier system benefit support long term unemploy replac one flat-rat payout. turn mean peopl classifi look work drive offici figur higher. prepar nasti figur januari 2005 five million unemploy non-season adjust basi warn hvb group economist andrea rees. add number subsid throughout year remain near 2004 level 4.4 million jobless. expect strong last turnaround 2006 german economi minist wolfgang clement said. 2010 howev hartz iv reform help cut averag jobless rate 3% 5% added. europ biggest economi weak creat work struggl shake three year econom stagnation. recent month compani adam opel - german arm us carmak gener motor - retail karstadtquel slash jobs.
1858,entertainment,4,boothroyd call lord speaker betti boothroyd said hous lord need speaker peer lead way reform upper chamber. baro boothroyd first woman common speaker said believ toni blair initi reform without clear outcom mind. take care make best told bbc breakfast frost. 1999 labour remov 92 lord 750 hereditari peers. bill first stage reform institution. lord chancellor hint reform could unveil next labour manifesto. think need look care relationship lord common lord falcon told bbc1 breakfast frost. interact common import issue. need address issu manifesto wait manifesto comes. lord chancellor current role hous lord speaker. also head judiciari member cabinet constitut affair secretary. ladi boothroyd said believ unaccept lord chancellor role speaker. would realli like see speaker hous lord said. go idea somebodi - lord chancellor - head judiciari senior cabinet minist speaker lords. want somebodi go look hous job there.
1859,politics,2,blair see greater bush consensu georg w bush display consensu approach world polit begin second term us presid toni blair said. prime minist said mr bush learn militari forc way fight terrorism. understood best prospect peac co-exist lie spread democraci human right mr blair told guardian newspaper. mr bush sworn ceremoni washington dc thursday. echo new us secretari state condoleezza rice prime minist said clear evolut us polici sinc war afghanistan 2001. mr blair person seen chang time convers mr bush. presid understood militari secur measur import also need multilater approach solv world problems. turn critic fear us pois militari action mr blair refus give succour suggest prepar strike iran. prime minist conced us appear harder posit toward state europe. prime minist point us allow britain franc germani take lead tri halt iranian nuclear programme. follow claim us forc work insid iran identifi potenti target mr blair ask sa also country. never answer question special forc take indic affirm said mr blair. mr blair said believ presid keen work countri tri spread democraci human rights. signific view come europ first foreign visit said mr blair. follow inaugur mr bush due europ end january.
1860,sport,3,virgin radio offer 3g broadcast uk broadcast virgin radio say becom first station world offer radio via 3g mobiles. radio station partnership technolog firm sydu broadcast select 2g high-spe 3g networks. later year listen abl download softwar virgin websit enabl service. jame cridland head new media virgin radio said: place radio heart 3g revolution. virgin radio first station made avail follow two digit station virgin radio classic rock virgin radio groove. mr cridland said: applic enabl anyon anywher listen virgin radio simpli phone pocket. allow us tap huge new audienc keep radio relev new gener listeners. saumil nanavati presid sydu said radio player 3g network built give consum high-qual high-data product handset pocket. virgin say hour listen station via mobil would involv 7.2mb data could prove expens peopl use pay download gpr 3g services. network orang charg £1 everi one megabyt data downloaded. virgin say radio via 2g 3g mobil therefor go appeal peopl unlimit download deals. 30 compat handset avail major manufactur includ nokia samsung virgin said 14.9 million consum across globe use servic currently.
1861,tech,1,stern drop radio station controversi dj howard stern drop four us radio station keep promot move network broadcast satellite. cidatel broadcast said stern transform show continu infomerci promot siriu new satellit radio employ . stern join siriu subscript servic govern us regul next year. citadel pull stern show station new york pennsylvania. stern holiday two week show return four station expect 3 january. citadel said yet know whether would return network. stern announc octob leav convent radio syndic show goe across us rel restriction-fre satellit service. dj broadcast well known land troubl regul obscen sexual explicit rantings. stern drop six station own media giant clear channel 2004 pay feder commun commiss $1.75m (£950 000) breach indec laws. media giant viacom also reportedli agre fcc demand stern issu anoth indec violat show must pull stations. viacom also hit record fine $3.5m (£1.8m) stern two new york djs. stern continu one popular talk show host particularli 25-54 age category.
1862,business,0,india open sky competit india allow domest commerci airlin fli long haul intern rout move hope stoke competit drive prices. howev state control carrier abl fli lucr gulf rout countri kuwait saudi arabia least three years. jet airway air sahara two compani benefit initially. india look develop airlin industri boom econom growth drive demand travel. monica chadha bbc delhi report said air travel india increas almost 20% previou year expect rise even further. infrastructur develop lag demand howev improve. intern airport countri shabbi ill-equip handl heavi air traffic ms chada said ad civil aviat minist promis modernis privatis airport littl progress made. step take move thing forward govern recent chang legisl limit foreign invest domest airlines. rais maximum stake hold allow 49% 40%. local press meanwhil report us india start negoti ad rout january. jet airway india premier privat domest carrier; air sahara rank third category.
1863,entertainment,4,ebber awar worldcom fraud former worldcom boss berni ebber directli involv $11bn financi fraud firm closest associ told us court. give evid crimin trial mr ebber ex-fin chief scott sullivan implic colleagu account scandal firm. mr sullivan worldcom former number two govern chief wit case mr ebbers. mr ebber deni multipl charg conspiraci fraud. senior worldcom execut accus orchestr huge fraud former telecom compani exagger revenu hid cost expenses. firm forc bankruptci largest us history. mr sullivan 42 plead guilti fraud last year agre assist govern case mr ebbers. prosecutor alleg mr ebber 63 direct mr sullivan hide true state compani financ provid fals inform firm accountants. mr ebber deni charg say unawar fraud. lawyer claim client unfamiliar detail account practic left side busi mr sullivan. howev monday mr sullivan name mr ebber one five execut particip account fraud. [ebbers] got hands-on grasp financi inform mr sullivan told new york court. first day question mr sullivan admit falsifi compani financi statements. disclos adjust said. talk adjust inform false. mr sullivan said former boss knew account matter mani chief financi offic describ detail-ori . portray mr ebber charismat businessman built worldcom small region oper one america largest telecom firm obsess costs. would talk coffe filter coffe bag mean employe take coffe home said. need cut expenses. need cut lot coffe expenses. mr sullivan centr govern case mr ebbers. mr ebber could face sentenc 85 year convict charg facing.
1864,politics,2,santini resign spur manag tottenham manag jacqu santini resign person reason . former franc manag move white hart lane summer want return france. santini said: time tottenham memor deep regret take leave. wish club support best. privat issu person life arisen caus decision. much hope wonder fan respect decision. added: like thank (sport director) frank arnesen (chairman) daniel levi understanding. assist coach martin jol put temporari charg take care team affair saturday premiership match charlton. arnesen said club sad see santini go: obvious disappoint jacqu leav us. fulli respect decision. assur club act swiftli minimis impact jacqu departure. prioriti ensur season perform remain unaffect move. shall make statement monday clarifi position. wish jacqu well.
1865,sport,3,bekel set sight world mark olymp 10 000m champion kenenisa bekel determin add world indoor two mile record februari norwich union grand prix birmingham. 22-year-old chase record held compatriot mentor hail gebrselassi set mark meet 2003. still hungri much sport said bekele. aim two mile world record birmingham next targets. gebrselassi current record stand eight minut 04.69 seconds. bekel stranger overhaul world mark nation indoor arena. ethiopian broke world indoor 5 000m record debut meet last year. compatriot mulugeta wondimu abiyot abat marko geneti world indoor bronz medallist 3000m race bekel 18 february. meet alreadi attract crop olymp talent. britain 800m 1500m champion kelli holm take part 1000m. swedish heptathlon gold medallist carolina kluft contest 60m hurdles. men 4x100m relay gold medallist jason garden mark lewis-fr go head-to-head 60m.
1866,tech,1,greek duo clear dope case sprinter kosta kenteri katerina thanou clear dope offenc independ tribunal. duo provision suspend iaaf allegedli miss three drug test includ one eve athen olympics. greek athlet feder tribun overturn ban - decis iaaf contest court arbitr sport. pair former coach christo tzeko ban four years. kenteri 31 thanou 30 charg avoid drug test tel aviv chicago athen fail notifi anti-dop offici whereabout olympics. withdrew olymp miss drug test olymp villag 12 august. pair spent four day hospit claim injur motorcycl crash. intern olymp committe demand iaaf investig affair led hear greek tribunal. head tribun kosta panagopoulo said proven athlet refus take test athens. charg cannot substanti said. way (kenteris) inform appear dope test. goe thanou. kenteri lawyer gregori ioannidi said: decis mean mr kenteri exoner highli damag unfound charg extrem harm career. consist maintain innoc substanti evid abl submit tribun follow deliber january. evid show mr kenteri never ask submit test intern olymp committe could possibl guilti deliber avoid one. show case answer. mr kenteri given opportun deserv rebuild career full knowledg stain character. suffer greatli throughout ordeal expos famili enorm pressures. iaaf said surpris verdict. spokesman nick davi said: note decis greek author interest. dope review board consid english version decision.
1867,business,0,movi bodi hit peer-to-p net movi industri struck file-shar network anoth round lawsuit us. motion pictur associ america (mpaa) also said succeed get network call lokitorr close down. latest network use peer-to-p system call bittorr hit mpaa. mpaa began legal campaign oper similar network across four contin december. dalla court agre hollywood lawyer would allow access lokitorr server record could let singl share file illegally. octob 2004 site provid link 30 000 files. action came oper lokitorr agre settlement mpaa. stark messag appear site mpaa warn click hide . bittorr system server site host file shared. host link call tracker direct peopl other instead. well file unspecifi number file suit across us mpaa said given oper host edonkey server take notices. hollywood studio aggress clamp file-shar say infring copyright law copi film tv programm share file online. target oper bittorr network themselves. file 100 lawsuit oper bittorr server site sinc december. strategi hit run server link copyright materi intend stunt file-shar abil swap content use bittorr systems. film industri say black market illeg copi video dvd alreadi cost billion everi year worri illeg file-shar ad losses. decemb legal action claim high-profil victim. popular suprnova.org websit forc close other like phoenix torrent follow soon after.
1868,entertainment,4,world tour top video gamer two uk gamer embark world tour part lucrative-ev global game tournament. aaron foster david treaci right take part tournament offer $1m total prize money. cash hand 10 separ competit continent-hop contest organis cyberathlet profession league. part prize pair travel cost paid ensur get differ bouts. cpl world tour kick mid-februari first leg istanbul. ten bout tournament play throughout 2005 one differ country. stop $50 000 prize money grabs. tournament champion leg cpl world tour walk away $15 000 prize. winner grand final get prize purs $150 000 total pot $500 000. winner stage tour automat get place next stop. world tour stop open keen gamer registers. onlin registr first stop open weekend. pro-play win spot tour destin qualifi event organis cpl partners. winner qualifi get seed higher elimin part tournament. mr foster mr treaci get chanc attend world tour member uk four-k game clan. toward end 2004 four-k stage seri onlin painkil competit reveal uk top player pc game. best eight player met face-to-fac special elimin event late decemb mr foster mr tracey prove prowess painkiller. part prize pair also get contract four-k intel one uk pro-gam teams. lot peopl take game serious support local nation team passion sport said simon byssh film event four-k intel. 80 000 peopl download movi tournament highlights. profession game stay grow popular said.
1869,politics,2,amnesti chief lament war failur lack public outrag war terror power indict failur human right group amnesti intern chief said. lectur london school econom iren khan said human right flout name secur sinc 11 septemb 2001. said human right movement use simpler languag prevent sceptic spread moral message. fight poverti focu polit right elites. ms khan highlight detent without trial includ us camp guantanamo bay cuba abus prison evid increas human right problems. new challeng way age-old debat secur human right translat languag war said. use languag war human right sidelin know human right appli time war. ms khan said breach infecti seen almost major countri world. human right movement face crisi faith valu human right said. accompani crisi govern unit nation system seem abl hold countri account. amnesti secretary-gener said grow gap perceiv influenc human right group could actual achiev fuell scepticism. public passiv war terror singl power indict failur human right group said. ms khan said movement fail mobilis public outrag happen human right system. need drive use simpler languag talk basic moral issu rather complex legal processes. effort could make issu relev peopl across world said. human right group also recognis new group tackl new way power drip away state governments. al-qaeda exampl go impress tradit amnesti letter write campaign. also need done develop human right framework intern busi corporations. amnesti intern member vote 2001 extend organis work polit civil right cover social econom right too. ms khan said human right movement would make irrelev turn away suffer caus econom strife. would elitist bunch work elit cannot read newspap choic rather cannot read said. despit concern ms khan dub hope-mong say confid passion human right movement could overcom new challenges.
1870,sport,3,cebit fever take hanov thousand product ten thousand visitor make cebit place technolog lovers. welcom cebit 2005 messag pilot land messag flyer airport messag everi billboard town. cebit fever taken hanover. hotel book months; local peopl let room home hoard exhibitor visitor journalists. cebit huge exhibit site could almost classifi town right. restaur shop bu servic hall - 27. 6 000 compani show latest products. list given came size weight phone book. one main theme year digit home one key buzzword convergence. entertain pc bill replac dvd player stereo telephon comput - offer one-box solut wirelessli connect throughout house. show one display model prototyp digit lifestyl home german magazin comput resel news. want show fit live room workplac give peopl feel would work home said claudia neull magazine. hous webcam secur room call high definit tv connect pc live room. pc provid home entertain movi music. also link car park outsid kit processor along dvd player cordless headphon kid back. converg technolog transfer data thing make easier conveni consum said mark brailey director corpor market intel. real challeng show peopl easier think fun. firmli believ entertain pc futur say get past peopl fear frequent crash incompatibilities. someth microsoft tri - stand comput run window xp media centr edit 2005 peopl tri out. mobil phone escap converg theme. samsung show sgh-i300 handset three gigabyt hard drive use watch compress video mp3 player. would rather watch live tv download movi nec show phone sale china show analogu tv colour screen. think probabl applic somewher like train station - want check statu soccer game exampl said koji umemoto manag mobil termin market nec. admit signal qualiti good move plan launch europ moment. nokia happi demonstr 6230i upgrad popular 6230. 1.3 megapixel camera music player handl multipl format rather mp3s. also compat nokia new visual radio technology. handset receiv fm broadcast user interact compat broadcast use gpr connect take part competit get extra inform name song playing. compani reluct show prototyp prefer display product alreadi sale hit market. portabl media player firm creativ show new wireless technolog base magnet induct rather radio - system hear aid use. benefit convent bluetooth lack interfer longer batteri life said riccardo de rinaldini creativ european market manager. firm prototyp headset link zen micro player. transmitt player creat privat magnet bubbl around user pick headset. rang one metr suitabl person use. singl aaa batteri said last 30 hours. creativ expect hit market final form later year. even cloth like part converg trend. adida trainer accord susann riss compani sens understand adapt run style . batteri processor motor embed sole. button side allow set amount cushion would like adjust tension cabl run heel. processor monitor surfac run adjust tension accordingly. bill world first intellig shoe .
1871,tech,1,eu softwar patent law face axe european parliament thrown bill would allow softwar patented. politician unanim reject bill must go anoth round consult chanc becom law. consult softwar patent bill could substanti re-draft even scrapped. bill back hi-tech firm say need protect offer make research worthwhile. hugo lueder european director public polici comptia umbrella organ technolog compani said intellectu properti adequ protect would european inventor prosper. said benefit bill obscur special interest group muddi debat right wrong softwar patents. propon bill said good compromis avoid excess american system allow patent busi practic well software. oppon bill said could stifl innov abus firm keen protect exist monopoli could hamper growth open sourc movement. propos law troubl passag european parliament. progress delay twice polish mep reject plan adopt it. also earlier month influenti european legal affair committe (juri) said law re-draft fail win support meps. becom law european parliament qualifi major eu state approv draft word bill. latest reject mean bill comput invent must go back eu re-consideration.
